,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,new_sum_loans,new_div_loans,exist_NY,grade_cat
460,,,3000,3000,3000, 36 months,24.37,118.29,E,E2,Conductor,10+ years,MORTGAGE,80000,Not Verified,Dec-18,Current,n,,,small_business,Business,657xx,MO,17.58,0,Jul-98,0,,,6,0,50416,100.4,8,f,2884.11,2884.11,230.49,230.49,115.89,114.6,0,0,0,Feb-19,118.29,Mar-19,Feb-19,0,,1,Joint App,85000.0,16.55,Not Verified,0,0,258022,0,0,0,0,94.0,0,,0,1,22355,100,50200,0,1,0,1,51604,0.0,100.6,0,0,130.0,245,19,19,1,19.0,,,,0,3,4,3,3,2,5,5,4,6,0.0,0,0,0,100.0,100.0,0,0,279700,50416,48700,0,50416.0,Jul-98,1.0,1.0,6.0,100.4,0.0,5.0,0.0,0.0,,N,6000,123.10217480508823,False,4
461,,,3125,3125,3100, 36 months,6.46,95.73,A,A1,School Librarian,8 years,MORTGAGE,50000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,786xx,TX,34.74,1,Jan-88,0,3.0,,11,0,9812,26.7,31,f,2966.76,2943.03,189.78,188.26,158.24,31.54,0,0,0,Feb-19,95.73,Mar-19,Feb-19,0,,1,Joint App,105000.0,17.92,,0,50,114842,1,3,1,3,1.0,101019,70.0,0,0,3200,45,36800,2,1,2,3,10440,16638.0,24.4,0,0,84.0,256,26,1,0,26.0,3.0,1.0,3.0,0,4,7,4,7,14,7,16,7,11,0.0,0,0,1,96.8,0.0,0,0,151878,114842,22000,107972,17834.0,Jan-88,0.0,3.0,5.0,19.5,0.0,7.0,0.0,0.0,,N,6250,483.74613003095976,False,0
462,,,21000,21000,21000, 60 months,8.81,434.0,A,A5,Executive Assistant,1 year,MORTGAGE,40000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,329xx,FL,17.1,0,Apr-05,0,,,14,0,20925,47.6,31,w,20438.3,20438.3,852.58,852.58,561.7,290.88,0,0,0,Feb-19,434.0,Mar-19,Feb-19,0,,1,Individual,,,,0,0,104074,0,0,0,0,52.0,0,,0,0,5067,48,44000,0,2,0,0,7434,15502.0,57.2,0,0,122.0,164,25,25,3,31.0,,,,0,6,7,9,14,3,13,25,7,14,0.0,0,0,0,100.0,33.3,0,0,136472,20925,36200,0,,,,,,,,,,,,N,42000,2383.654937570942,False,0
463,,,12000,12000,12000, 60 months,13.56,276.49,C,C1,Analyst,4 years,RENT,55000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,921xx,CA,11.67,0,Sep-10,0,,,5,0,12597,68.8,12,w,11716.63,11716.63,539.42,539.42,283.37,256.05,0,0,0,Feb-19,276.49,Mar-19,Feb-19,0,,1,Individual,,,,0,0,16353,0,1,0,0,30.0,3756,40.0,1,2,9002,59,18300,0,1,1,2,3271,691.0,93.9,0,0,99.0,91,9,9,0,34.0,,9.0,,0,2,4,2,2,6,4,5,4,5,0.0,0,0,1,100.0,100.0,0,0,27790,16353,11300,9490,,,,,,,,,,,,N,24000,884.9557522123894,False,2
464,,,10000,10000,10000, 36 months,8.19,314.25,A,A4,Brewer,2 years,MORTGAGE,55400,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,750xx,TX,8.41,0,Jan-05,0,34.0,,9,0,14028,40.0,15,w,9506.32,9506.32,621.68,621.68,493.68,128.0,0,0,0,Feb-19,314.25,Mar-19,Feb-19,0,,1,Individual,,,,0,0,161879,0,1,0,1,22.0,2279,48.0,0,2,6899,41,35100,1,0,1,3,17987,20472.0,40.7,0,0,102.0,167,14,14,2,14.0,,11.0,34.0,0,5,5,6,9,3,7,10,5,9,0.0,0,0,0,86.7,16.7,0,0,213587,16307,34500,4800,,,,,,,,,,,,N,20000,1221.001221001221,False,0
465,,,16000,16000,16000, 36 months,10.33,518.76,B,B1,Care giver ,3 years,RENT,71000,Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,190xx,PA,16.58,0,Mar-12,2,,,19,0,10686,11.8,28,w,15234.67,15234.67,1023.75,1023.75,765.33,258.42,0,0,0,Feb-19,518.76,Mar-19,Feb-19,0,,1,Individual,,,,0,0,51850,3,3,2,4,4.0,41164,78.0,5,7,9315,36,90600,2,0,4,11,2729,75914.0,12.3,0,0,62.0,81,4,4,0,4.0,,0.0,,0,3,3,14,18,8,16,20,3,19,0.0,0,0,7,100.0,0.0,0,0,143210,51850,86600,52610,,,,,,,,,,,,N,32000,1548.8867376573087,False,1
466,,,25000,25000,25000, 36 months,19.92,928.08,D,D3,Banker,1 year,OWN,120000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,025xx,MA,14.62,0,Aug-07,0,,,10,0,10325,59.7,17,f,23965.32,23965.32,1814.66,1814.66,1034.68,779.98,0,0,0,Feb-19,928.08,Mar-19,Feb-19,0,,1,Individual,,,,0,0,53641,0,3,0,2,13.0,43316,72.0,0,5,5522,66,17300,5,0,0,7,5364,3275.0,75.9,0,0,136.0,49,16,13,0,18.0,,13.0,,0,4,4,5,6,7,7,10,4,10,0.0,0,0,0,100.0,40.0,0,0,73027,53641,13600,55727,,,,,,,,,,,,N,50000,1255.020080321285,False,3
467,,,20000,20000,20000, 60 months,10.72,432.07,B,B2,CSR,10+ years,MORTGAGE,60000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,335xx,FL,25.54,0,Jun-98,0,,105.0,12,1,15201,37.3,18,w,19490.93,19490.93,846.27,846.27,509.07,337.2,0,0,0,Feb-19,432.07,Mar-19,Feb-19,0,,1,Joint App,210000.0,8.07,Not Verified,0,0,256130,4,3,1,1,12.0,14556,28.0,3,3,5213,32,40700,2,2,2,5,23285,19183.0,36.3,0,0,156.0,246,0,0,2,0.0,,5.0,,0,4,6,5,6,6,8,10,6,12,0.0,0,0,5,100.0,0.0,1,0,319980,29757,30100,52573,29153.0,Dec-05,0.0,2.0,9.0,42.1,1.0,11.0,0.0,0.0,,N,40000,1865.6716417910447,False,1
468,,,11025,11025,11025, 60 months,10.33,236.05,B,B1,EEG tech ,1 year,OWN,66000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,601xx,IL,23.44,0,Aug-02,0,24.0,,20,0,13331,78.4,40,w,10883.85,10883.85,232.89,232.89,141.15,91.74,0,0,0,Feb-19,242.38,Mar-19,Feb-19,0,,1,Individual,,,,0,0,208040,0,15,1,3,7.0,69811,96.0,1,3,5899,93,17000,1,1,1,6,10402,1156.0,91.4,0,0,156.0,134,9,7,4,9.0,,7.0,,1,3,4,3,7,25,4,11,4,20,0.0,0,0,2,97.4,100.0,0,0,222853,83142,13500,72453,,,,,,,,,,,,N,22050,1067.2797676669893,False,1
469,,,18400,18400,18400, 36 months,13.56,624.95,C,C1,Speech Language Pathologist ,6 years,MORTGAGE,160000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,328xx,FL,15.87,0,Mar-04,0,,,20,0,52430,66.8,27,w,17561.23,17561.23,1229.11,1229.11,838.77,390.34,0,0,0,Feb-19,624.95,Mar-19,Feb-19,0,,1,Individual,,,,0,0,347659,0,5,0,2,21.0,70068,61.0,2,4,9386,64,78500,1,1,0,6,19314,23252.0,69.0,0,0,168.0,177,7,7,1,7.0,,21.0,,0,9,10,11,12,8,14,18,10,20,0.0,0,0,2,100.0,70.0,0,0,436409,122498,75000,111331,,,,,,,,,,,,N,36800,1356.9321533923303,False,2
470,,,2200,2200,2200, 36 months,26.31,89.01,E,E4,Building Maintenance,1 year,OWN,13520,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,852xx,AZ,5.95,0,Sep-07,0,,,8,0,1257,15.1,10,f,2117.56,2117.56,173.2,173.2,82.44,90.76,0,0,0,Feb-19,89.01,Mar-19,Feb-19,1,,1,Individual,,,,0,704,16152,2,3,1,1,4.0,14895,144.0,3,3,0,87,8300,0,0,2,4,2019,6500.0,0.0,0,0,135.0,61,4,4,0,25.0,,8.0,,0,0,2,3,5,3,5,7,2,8,0.0,0,0,4,100.0,0.0,0,0,18675,16152,6500,10375,,,,,,,,,,,,N,4400,83.61839604713037,False,4
471,,,12000,12000,12000, 36 months,8.19,377.09,A,A4,Sr. Computer Technician,4 years,MORTGAGE,60000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,785xx,TX,11.86,0,Aug-11,1,,,12,0,16770,41.1,22,w,11407.61,11407.61,745.99,745.99,592.39,153.6,0,0,0,Feb-19,377.09,Mar-19,Feb-19,0,,1,Individual,,,,0,0,121525,0,1,0,0,41.0,15265,82.0,2,6,4918,54,40800,1,0,3,6,10127,4234.0,70.2,0,0,88.0,72,7,7,2,21.0,,5.0,,0,4,8,4,4,7,10,13,8,12,0.0,0,0,2,100.0,25.0,0,0,154699,32035,14200,18656,,,,,,,,,,,,N,24000,1465.2014652014652,False,0
472,,,40000,40000,40000, 36 months,11.31,1315.43,B,B3,Senior Attorney,5 years,MORTGAGE,92000,Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,121xx,NY,23.64,0,Jun-88,0,,,9,0,64550,89.8,18,w,38114.3,38114.3,2593.16,2593.16,1885.7,707.46,0,0,0,Feb-19,1315.43,Mar-19,Feb-19,0,,1,Joint App,194600.0,25.98,,0,0,68965,0,1,0,1,22.0,4415,36.0,0,0,25218,82,71900,0,3,0,1,7663,5581.0,86.3,0,0,60.0,366,35,22,3,35.0,,22.0,,0,4,6,5,6,3,8,12,6,9,0.0,0,0,0,100.0,40.0,0,0,84127,68965,40600,12227,96864.0,Jun-88,0.0,2.0,24.0,68.8,2.0,39.0,0.0,0.0,66.0,N,80000,3536.6931918656055,True,1
473,,,22950,22950,22950, 36 months,12.98,773.06,B,B5,HR Officer,6 years,RENT,100000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,456xx,OH,20.68,0,Oct-05,0,,,17,0,22028,31.6,32,w,21894.69,21894.69,1521.3,1521.3,1055.31,465.99,0,0,0,Feb-19,773.06,Mar-19,Feb-19,0,,1,Joint App,155000.0,14.41,Source Verified,0,0,63298,0,3,1,2,9.0,41270,77.0,1,1,3068,51,69800,1,4,4,3,3956,38361.0,17.7,0,0,158.0,158,10,9,3,31.0,,9.0,,0,3,8,7,9,10,14,19,8,17,0.0,0,0,2,100.0,0.0,0,0,123265,63298,46600,53465,51258.0,Feb-09,1.0,0.0,6.0,21.4,1.0,6.0,10.0,10.0,1.0,N,45900,1768.1047765793528,False,1
474,,,16000,16000,16000, 36 months,13.56,543.43,C,C1,IT Service Delivery Specialist,< 1 year,OWN,72000,Source Verified,Dec-18,Current,n,,,home_improvement,Home improvement,112xx,NY,27.71,2,Oct-99,0,5.0,,10,0,8275,40.0,23,w,15637.37,15637.37,615.75,615.75,362.63,253.12,0,0,0,Feb-19,633.83,Mar-19,Feb-19,0,5.0,1,Individual,,,,0,0,35252,0,2,0,1,22.0,26977,52.0,1,1,5882,49,20700,0,0,0,2,3525,12425.0,40.0,0,0,145.0,230,12,12,0,12.0,5.0,13.0,5.0,6,6,6,8,12,8,8,15,6,10,0.0,0,1,1,69.6,12.5,0,0,72492,35252,20700,51792,,,,,,,,,,,,N,32000,1179.9410029498524,True,2
475,,,40000,40000,40000, 36 months,8.81,1268.46,A,A5,lead consultant,1 year,MORTGAGE,127000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,201xx,VA,14.55,1,Sep-08,0,18.0,,10,0,26935,54.1,24,w,38043.26,38043.26,2507.55,2507.55,1956.74,550.81,0,0,0,Feb-19,1268.46,Mar-19,Feb-19,0,,1,Individual,,,,0,0,43896,0,1,0,0,48.0,16961,,0,0,11133,54,49800,0,2,0,0,4390,16240.0,62.2,0,0,123.0,121,30,30,1,30.0,18.0,,18.0,0,4,5,5,8,4,9,18,5,10,0.0,0,0,0,91.7,20.0,0,0,90138,43896,43000,40338,,,,,,,,,,,,N,80000,4540.295119182747,False,0
476,,,15000,15000,15000, 36 months,11.31,493.29,B,B3,minister,10+ years,MORTGAGE,114164,Source Verified,Dec-18,Current,n,,,home_improvement,Home improvement,388xx,MS,19.87,0,Apr-84,1,36.0,,13,0,13471,16.7,22,w,14292.85,14292.85,972.44,972.44,707.15,265.29,0,0,0,Feb-19,493.29,Mar-19,Feb-19,0,,1,Individual,,,,0,661,262988,2,2,1,1,7.0,139494,93.0,2,2,3600,36,80800,2,2,8,5,20230,46480.0,13.1,0,0,215.0,416,2,2,2,26.0,,2.0,,0,5,7,6,7,10,9,10,7,13,0.0,0,0,5,95.5,0.0,0,0,397367,152965,53500,204633,,,,,,,,,,,,N,30000,1326.259946949602,False,1
477,,,15000,15000,15000, 60 months,12.98,341.15,B,B5,Social Worker,< 1 year,MORTGAGE,50000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,681xx,NE,27.15,0,Jun-05,0,72.0,,10,0,8423,35.2,36,w,14821.09,14821.09,373.61,373.61,178.91,194.7,0,0,0,Feb-19,389.83,Mar-19,Feb-19,0,,1,Joint App,130000.0,26.78,Not Verified,0,0,334457,3,3,3,6,2.0,96805,101.0,1,1,7218,48,23900,1,4,7,9,33446,7477.0,53.0,0,0,148.0,162,5,2,4,5.0,,10.0,,0,2,2,3,5,19,6,13,2,10,0.0,0,0,4,97.2,33.3,0,0,359168,105228,15900,99615,12093.0,May-00,0.0,7.0,9.0,48.4,3.0,23.0,0.0,0.0,69.0,N,30000,1155.624036979969,False,1
478,,,10000,10000,10000, 36 months,11.8,331.19,B,B4,Manager,8 years,RENT,64000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,300xx,GA,4.14,0,May-91,0,,87.0,6,1,6288,50.3,8,w,9531.99,9531.99,616.5,616.5,468.01,148.49,0,0,0,Feb-19,331.19,Mar-19,Feb-19,0,,1,Individual,,,,0,0,6288,0,0,0,0,143.0,0,,1,5,3173,50,12500,0,0,1,5,1048,3988.0,60.1,0,0,143.0,331,9,9,0,9.0,,4.0,,0,3,4,3,3,1,6,7,4,6,0.0,0,0,1,100.0,33.3,1,0,12500,6288,10000,0,,,,,,,,,,,,N,20000,847.457627118644,False,1
479,,,20000,20000,20000, 60 months,15.02,476.01,C,C3,Journeyman ,5 years,RENT,50000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,028xx,RI,22.56,3,Sep-98,1,5.0,,9,0,3851,9.4,11,w,19545.82,19545.82,926.99,926.99,454.18,472.81,0,0,0,Feb-19,476.01,Mar-19,Feb-19,0,,1,Individual,,,,0,0,34355,1,2,1,1,4.0,30504,71.0,0,1,2396,41,41100,0,0,1,2,3817,29449.0,11.6,0,0,37.0,243,24,4,0,38.0,5.0,4.0,5.0,0,2,2,5,5,2,7,9,2,9,0.0,0,0,1,54.5,0.0,0,0,84229,34355,33300,43129,,,,,,,,,,,,N,40000,1331.5579227696405,False,2
480,,,4000,4000,4000, 36 months,7.02,123.55,A,A2,Receptionist,8 years,OWN,40000,Not Verified,Dec-18,Current,n,,,home_improvement,Home improvement,217xx,MD,12.63,0,Sep-05,0,,,11,0,3030,5.0,26,w,3774.06,3774.06,269.76,269.76,225.94,43.82,0,0,0,Feb-19,123.55,Mar-19,Feb-19,0,,1,Individual,,,,0,0,13539,0,1,1,2,9.0,10509,88.0,1,2,1544,19,61200,1,0,2,4,1231,57170.0,5.0,0,0,140.0,159,7,7,0,16.0,,8.0,,0,6,6,9,13,7,10,19,6,11,0.0,0,0,2,100.0,0.0,0,0,73200,13539,60200,12000,,,,,,,,,,,,N,8000,569.8005698005699,False,0
481,,,10000,10000,10000, 60 months,16.91,248.05,C,C5,Service Technician,7 years,RENT,26000,Not Verified,Dec-18,Current,n,,,major_purchase,Major purchase,782xx,TX,20.78,0,Dec-14,1,,,4,0,1465,14.7,5,w,9784.22,9784.22,482.01,482.01,215.78,266.23,0,0,0,Feb-19,248.05,Mar-19,Feb-19,0,,1,Individual,,,,0,0,11985,1,2,1,1,6.0,10520,51.0,1,2,747,39,10000,1,2,2,3,2996,8535.0,14.7,0,0,48.0,20,11,6,0,11.0,,6.0,,0,2,2,2,2,3,2,2,2,4,0.0,0,0,2,100.0,0.0,0,0,30762,11985,10000,20762,,,,,,,,,,,,N,20000,591.3660555884093,False,2
482,,,10000,10000,10000, 36 months,14.47,344.07,C,C2,Social worker,2 years,RENT,55000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,029xx,RI,22.1,0,Feb-07,0,69.0,,16,0,14326,63.4,27,w,9550.33,9550.33,676.08,676.08,449.67,226.41,0,0,0,Feb-19,344.07,Mar-19,Feb-19,1,69.0,1,Individual,,,,0,144,108128,0,13,0,1,22.0,93802,103.0,0,1,9481,95,22600,1,0,0,2,6758,6274.0,69.5,0,0,133.0,142,14,14,0,14.0,,22.0,,6,2,2,2,3,21,3,6,2,16,0.0,0,0,0,76.9,50.0,0,0,113948,108128,20600,91348,,,,,,,,,,,,N,20000,691.085003455425,False,2
483,,,16000,16000,16000, 60 months,10.33,342.56,B,B1,Assistant Professor Clinical,1 year,MORTGAGE,90000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,067xx,CT,13.36,1,Dec-05,0,17.0,,11,0,21050,41.6,38,w,15588.58,15588.58,671.35,671.35,411.42,259.93,0,0,0,Feb-19,342.56,Mar-19,Feb-19,0,,1,Individual,,,,0,0,300463,1,1,1,1,7.0,279413,,1,2,10601,42,50600,1,0,1,3,27315,15889.0,48.2,0,0,156.0,155,3,3,0,3.0,,7.0,17.0,0,3,7,5,5,27,10,11,7,11,0.0,0,0,2,94.4,0.0,0,0,315346,300463,30700,264746,,,,,,,,,,,,N,32000,1548.8867376573087,False,1
484,,,2000,2000,2000, 36 months,18.94,73.26,D,D2,Installation tech,2 years,RENT,49000,Verified,Dec-18,Current,n,,,other,Other,283xx,NC,11.46,0,Mar-07,0,,,4,0,5765,82.4,10,w,1915.96,1915.96,143.36,143.36,84.04,59.32,0,0,0,Feb-19,73.26,Mar-19,Feb-19,0,,1,Joint App,81400.0,19.68,Verified,0,0,9633,0,1,0,1,24.0,3868,43.0,0,0,2299,60,7000,0,0,0,1,2408,1235.0,82.4,0,0,128.0,141,38,24,0,38.0,,,,0,3,3,3,3,3,3,7,3,4,0.0,0,0,0,100.0,66.7,0,0,16000,9633,7000,9000,24286.0,Feb-92,0.0,0.0,11.0,71.5,1.0,10.0,0.0,0.0,,N,4000,105.59662090813093,False,3
485,,,35000,35000,35000, 36 months,18.94,1281.9,D,D2,Teacher,10+ years,MORTGAGE,102501,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,917xx,CA,28.32,0,Nov-03,1,,,20,0,42444,78.0,33,w,33529.52,33529.52,2508.56,2508.56,1470.48,1038.08,0,0,0,Feb-19,1281.9,Mar-19,Feb-19,0,,1,Individual,,,,0,0,593341,1,2,0,0,55.0,200508,103.0,1,2,9862,78,54631,0,0,1,2,31228,4556.0,88.0,0,0,137.0,181,4,4,2,4.0,,4.0,,0,8,16,10,10,11,16,20,14,19,,0,0,1,100.0,87.5,0,0,619568,242952,36450,193937,,,,,,,,,,,,N,70000,1847.9408658922914,False,3
486,,,20000,20000,20000, 36 months,6.46,612.62,A,A1,Senior Consultant ,< 1 year,RENT,130000,Not Verified,Dec-18,Current,n,,,major_purchase,Major purchase,034xx,NH,14.19,0,Mar-01,0,,,13,0,9235,11.7,17,w,18987.38,18987.38,1214.47,1214.47,1012.62,201.85,0,0,0,Feb-19,612.62,Mar-19,Feb-19,0,,1,Individual,,,,0,0,42887,3,7,0,1,20.0,33652,45.0,3,3,7159,28,78600,2,1,0,4,3299,68065.0,11.9,0,0,136.0,213,5,5,0,5.0,,20.0,,0,3,3,5,5,10,6,6,3,13,0.0,0,0,3,100.0,0.0,0,0,153985,42887,77300,75385,,,,,,,,,,,,N,40000,3095.9752321981423,False,0
487,,,28000,28000,28000, 60 months,22.35,778.92,D,D5,Logistics Assistant,< 1 year,RENT,35360,Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,871xx,NM,46.47,0,Nov-96,1,41.0,,8,0,11044,69.9,16,w,27480.37,27480.37,1505.69,1505.69,519.63,986.06,0,0,0,Feb-19,778.92,Mar-19,Feb-19,0,,1,Joint App,112360.0,19.34,Verified,0,0,53659,1,3,0,3,15.0,42615,78.0,1,1,3934,74,15800,2,0,1,4,6707,3853.0,68.4,0,0,174.0,265,5,5,0,5.0,,5.0,43.0,0,3,5,3,3,8,5,8,5,8,0.0,0,0,1,75.0,33.3,0,0,72787,53659,12200,56987,23669.0,Oct-96,1.0,0.0,8.0,58.2,2.0,11.0,0.0,0.0,44.0,N,56000,1252.7964205816554,False,3
488,,,24000,24000,24000, 36 months,8.81,761.08,A,A5,Veterinarian,8 years,MORTGAGE,165000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,730xx,OK,5.1,1,May-95,2,9.0,,7,0,3711,11.3,23,w,22825.95,22825.95,1504.54,1504.54,1174.05,330.49,0,0,0,Feb-19,761.08,Mar-19,Feb-19,0,,1,Individual,,,,0,0,69046,2,2,1,2,5.0,19102,88.0,1,1,2298,42,32900,1,3,4,3,11508,29189.0,11.3,0,0,151.0,283,3,3,1,3.0,,0.0,79.0,0,2,2,3,6,12,4,10,2,7,0.0,0,0,2,91.3,0.0,0,0,130104,22813,32900,21800,,,,,,,,,,,,N,48000,2724.177071509648,False,0
489,,,15000,15000,15000, 36 months,8.19,471.37,A,A4,,,RENT,60000,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,950xx,CA,8.68,0,Apr-78,0,30.0,105.0,6,1,11853,56.7,9,w,14259.49,14259.49,912.03,912.03,740.51,171.52,0,0,0,Feb-19,471.37,Mar-19,Feb-19,0,,1,Individual,,,,0,0,11853,0,0,0,0,,0,,0,1,3243,57,20900,0,0,0,1,1976,9047.0,56.7,0,0,,488,14,14,0,14.0,30.0,14.0,30.0,0,6,6,6,6,0,6,9,6,6,0.0,0,0,0,88.9,33.3,1,0,20900,11853,20900,0,,,,,,,,,,,,N,30000,1831.5018315018317,False,0
490,,,10000,10000,10000, 36 months,11.8,331.19,B,B4,Service advisor,6 years,MORTGAGE,105000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,762xx,TX,11.67,0,Nov-06,0,,,13,0,9774,21.2,21,w,9532.0,9532.0,652.55,652.55,468.0,184.55,0,0,0,Feb-19,331.19,Mar-19,Feb-19,0,,1,Individual,,,,0,1477,205710,2,2,1,4,4.0,33519,87.0,3,4,3725,51,46100,4,0,3,9,15824,11355.0,42.7,0,0,98.0,145,4,4,2,10.0,,4.0,,0,4,9,4,5,7,10,12,9,13,0.0,0,0,5,100.0,0.0,0,0,248962,43293,19800,38597,,,,,,,,,,,,N,20000,847.457627118644,False,1
491,,,20000,20000,20000, 36 months,8.19,628.49,A,A4,,< 1 year,MORTGAGE,57000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,199xx,DE,21.37,1,Aug-06,0,21.0,91.0,9,1,8558,31.0,18,w,19012.66,19012.66,1243.33,1243.33,987.34,255.99,0,0,0,Feb-19,628.49,Mar-19,Feb-19,0,,1,Joint App,94500.0,16.51,Not Verified,0,0,176598,0,2,0,0,34.0,24707,52.0,0,0,2940,45,27600,0,0,0,0,19622,10442.0,45.0,0,0,148.0,147,32,32,2,41.0,,14.0,,0,4,4,4,7,6,6,10,4,9,0.0,0,0,0,94.4,25.0,1,0,224671,33265,19000,47141,17900.0,Sep-06,0.0,2.0,9.0,63.5,3.0,7.0,0.0,0.0,,N,40000,2442.002442002442,False,0
492,,,9000,9000,9000, 36 months,10.72,293.46,B,B2,HR Manager,2 years,RENT,88000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,432xx,OH,12.34,1,Jul-09,0,17.0,,7,0,9119,78.6,13,w,8571.98,8571.98,578.88,578.88,428.02,150.86,0,0,0,Feb-19,293.46,Mar-19,Feb-19,0,,1,Individual,,,,0,0,43131,0,3,0,1,19.0,34012,70.0,0,1,4427,71,11600,0,2,0,2,6162,681.0,93.1,0,0,113.0,94,24,19,1,24.0,17.0,19.0,17.0,0,3,3,3,4,6,4,6,3,7,0.0,0,0,0,92.3,66.7,0,0,60471,43131,9800,48871,,,,,,,,,,,,N,18000,839.5522388059701,False,1
493,,,11000,11000,11000, 36 months,10.72,358.67,B,B2,,,RENT,39500,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,463xx,IN,38.86,0,Jun-70,1,,77.0,10,1,14221,46.2,13,w,10476.87,10476.87,707.51,707.51,523.13,184.38,0,0,0,Feb-19,358.67,Mar-19,Feb-19,0,,1,Individual,,,,0,0,34924,3,3,0,2,15.0,20703,54.0,3,4,6916,51,30800,1,0,1,6,3492,11942.0,51.3,0,0,41.0,582,2,2,1,4.0,,2.0,,0,4,5,4,4,3,7,9,5,10,0.0,0,0,3,100.0,0.0,1,0,68825,34924,24500,38025,,,,,,,,,,,,N,22000,1026.1194029850747,False,1
494,,,15000,15000,15000, 36 months,8.19,471.37,A,A4,Senior Account Manager,3 years,RENT,72000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,430xx,OH,10.17,0,Aug-07,1,,,16,0,7762,27.0,18,w,14631.0,14631.0,512.32,512.32,369.0,143.32,0,0,0,Feb-19,522.56,Mar-19,Feb-19,0,,1,Individual,,,,0,36,14817,0,1,0,1,14.0,7055,71.0,2,3,3172,38,28800,3,0,1,4,926,10933.0,40.9,0,0,32.0,136,11,11,0,11.0,,4.0,,0,4,5,7,7,2,15,16,5,16,0.0,0,0,2,100.0,0.0,0,0,38800,14817,18500,10000,,,,,,,,,,,,N,30000,1831.5018315018317,False,0
